"","X","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle","DerivedDate","hhmmss","DayCat"
"845",845,"RT @161Meneza: @easyJet ....You quote ""EasyJet has asked for any passengers who may have been misled by staff to get in touch. If any custo…",FALSE,0,NA,"2018/01/11 01:03:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"negative","sadness","you quote easyjet has asked for any passengers who may have been misled by staff to get in touch if any custo…","@easyJet",2018-01-11 01:03:00,01:03:00,"Morning"
"846",846,"@easyJet ....You quote ""EasyJet has asked for any passengers who may have been misled by staff to get in touch. If… https://t.co/KrG0govi97",FALSE,1,"easyJet","2018/01/11 01:02:00",TRUE,NA,9.51e+17,38676903,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","161Meneza",1,FALSE,FALSE,NA,NA,"negative","sadness","you quote easyjet has asked for any passengers who may have been misled by staff to get in touch if…","@easyJet",2018-01-11 01:02:00,01:02:00,"Morning"
"847",847,"RT @161Meneza: @easyJet Hi can you provide me with the email of Easyjet's newly appointed outgoing chief executive so that they can look in…",FALSE,0,NA,"2018/01/11 01:02:00",FALSE,NA,9.51e+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",1,TRUE,FALSE,NA,NA,"positive","unknown","hi can you provide me with the email of easyjets newly appointed outgoing chief executive so that they can look in…","@easyJet",2018-01-11 01:02:00,01:02:00,"Morning"
"848",848,"@easyJet Hi can you provide me with the email of Easyjet's newly appointed outgoing chief executive so that they ca… https://t.co/nd1Iln0mAi",FALSE,0,"easyJet","2018/01/11 01:02:00",TRUE,NA,9.51e+17,38676903,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","161Meneza",1,FALSE,FALSE,NA,NA,"positive","unknown","hi can you provide me with the email of easyjets newly appointed outgoing chief executive so that they ca…","@easyJet",2018-01-11 01:02:00,01:02:00,"Morning"
"849",849,"Yooo @SpiritAirlines @SouthwestAir @FlyFrontier you guys SUCK!!! @Ryanair and @easyJet have $25 flight... and you call yourselves budget FOH",FALSE,0,NA,"2018/01/11 00:51:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shakethat_desk",0,FALSE,FALSE,NA,NA,"negative","unknown","yoooyou guys suckandhaveflight and you call yourselves budget foh","@easyJet",2018-01-11 00:51:00,00:51:00,"Morning"
"850",850,"@easyJet Hi, Your flights to Iceland only run until October, when will they be updated with some later dates please?",FALSE,0,"easyJet","2018/01/11 00:51:00",FALSE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HannahMontannaa",0,FALSE,FALSE,NA,NA,"positive","joy","hi your flights to iceland only run until october when will they be updated with some later dates please","@easyJet",2018-01-11 00:51:00,00:51:00,"Morning"
"851",851,"Accidentally booked the wrong ticket with @easyJet in November. Cancelled immediately, I was told to wait 5 to 7 da… https://t.co/79ncATBz1s",FALSE,1,NA,"2018/01/11 00:40:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DomTabone",3,FALSE,FALSE,NA,NA,"negative","unknown","accidentally booked the wrong ticket within november cancelled immediately i was told to waittoda…","@easyJet",2018-01-11 00:40:00,00:40:00,"Morning"
"852",852,"Hey @easyJet I’m flying soon with you and I want to know if I can Take My camera backpack with my Tripod away from the established 10kg..",FALSE,0,NA,"2018/01/11 00:26:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReggaetonTutor",0,FALSE,FALSE,NA,NA,"positive","unknown","heyi’m flying soon with you and i want to know if i can take my camera backpack with my tripod away from the established kg","@easyJet",2018-01-11 00:26:00,00:26:00,"Morning"
"853",853,"@easyJet No reply... any help please?",FALSE,0,"alexanderjm1997","2018/01/11 00:11:00",FALSE,9.51e+17,9.51e+17,1275549566,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexanderjm1997",0,FALSE,FALSE,NA,NA,"positive","joy","no reply any help please","@easyJet",2018-01-11 00:11:00,00:11:00,"Morning"
"854",854,"RT @El_McNab: @easyJet can you please let me know what compensation is available for a 4+ hour delay? No refreshments have been offered btw.",FALSE,0,NA,"2018/01/10 23:49:00",FALSE,NA,9.51e+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"positive","joy","can you please let me know what compensation is available for ahour delay no refreshments have been offered btw","@easyJet",2018-01-10 23:49:00,23:49:00,"Night"
"855",855,"RT @The_Evil_Barbie: Shout out to the @easyJet cabin crew on flights EZY63 &amp; EZY68 flights to #Glasgow from #Luton &amp; vice versa on 9/10th J…",FALSE,0,NA,"2018/01/10 23:48:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.iphoneflick.com"" rel=""nofollow"">All_Glasgow</a>","WeegiePatter",1,TRUE,FALSE,NA,NA,"negative","unknown","shout out to thecabin crew on flights ezy amp ezy flights to glasgow from luton amp vice versa on th j…","@easyJet",2018-01-10 23:48:00,23:48:00,"Night"
"856",856,"@fleetingswallow @abekay2 @easyJet It is a call of action that they should stop manipulating the price and reaching… https://t.co/NRGfiO7iDr",FALSE,1,"fleetingswallow","2018/01/10 23:43:00",TRUE,9.51e+17,9.51e+17,9.43e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UniRabbi",0,FALSE,FALSE,NA,NA,"negative","unknown","it is a call of action that they should stop manipulating the price and reaching…","@easyJet",2018-01-10 23:43:00,23:43:00,"Night"
"857",857,"Shout out to the @easyJet cabin crew on flights EZY63 &amp; EZY68 flights to #Glasgow from #Luton &amp; vice versa on 9/10t… https://t.co/0e0Zb8F7ar",FALSE,4,NA,"2018/01/10 23:41:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","The_Evil_Barbie",1,FALSE,FALSE,NA,NA,"negative","unknown","shout out to thecabin crew on flights ezy amp ezy flights to glasgow from luton amp vice versa on t…","@easyJet",2018-01-10 23:41:00,23:41:00,"Night"
"858",858,"RT @catbateson: Flight over three hours delayed? Speedy Boarding protocol must still be obeyed. Come on @easyJet, just let us get on a plan…",FALSE,0,NA,"2018/01/10 23:33:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"negative","sadness","flight over three hours delayed speedy boarding protocol must still be obeyed come onjust let us get on a plan…","@easyJet",2018-01-10 23:33:00,23:33:00,"Night"
"859",859,"@UniRabbi @abekay2 @easyJet Le'mai naphka minah (if they can justify it or not)?",FALSE,0,"UniRabbi","2018/01/10 23:33:00",FALSE,9.51e+17,9.51e+17,407125423,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fleetingswallow",0,FALSE,FALSE,NA,NA,"positive","unknown","lemai naphka minah if they can justify it or not","@easyJet",2018-01-10 23:33:00,23:33:00,"Night"
"860",860,"Flight over three hours delayed? Speedy Boarding protocol must still be obeyed. Come on @easyJet, just let us get on a plane...",FALSE,1,NA,"2018/01/10 23:29:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catbateson",1,FALSE,FALSE,NA,NA,"negative","sadness","flight over three hours delayed speedy boarding protocol must still be obeyed come onjust let us get on a plane","@easyJet",2018-01-10 23:29:00,23:29:00,"Night"
"861",861,"@easyJet - frustrated I selected baggage on 1 leg of journey. almost seems like you tricked me. Money back? I won’t be using it after all!",FALSE,0,"easyJet","2018/01/10 23:17:00",FALSE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GemmaMckee1",0,FALSE,FALSE,NA,NA,"neutral","anger","frustrated i selected baggage onleg of journey almost seems like you tricked me money back i won’t be using it after all","@easyJet",2018-01-10 23:17:00,23:17:00,"Night"
"862",862,"RT @GomanaNassar: @EmiratesSupport @Delta @easyJet @emiratessupport  it’s been 3 days of this... how long isn’t it going to take to get som…",FALSE,0,NA,"2018/01/10 23:16:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"negative","sadness","it’s beendays of this how long isn’t it going to take to get som…","@easyJet",2018-01-10 23:16:00,23:16:00,"Night"
"863",863,"@EmiratesSupport @Delta @easyJet @emiratessupport  it’s been 3 days of this... how long isn’t it going to take to g… https://t.co/uUBQqSsOPf",FALSE,1,"GomanaNassar","2018/01/10 23:09:00",TRUE,9.51e+17,9.51e+17,293097047,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GomanaNassar",1,FALSE,FALSE,NA,NA,"negative","unknown","it’s beendays of this how long isn’t it going to take to g…","@easyJet",2018-01-10 23:09:00,23:09:00,"Night"
"864",864,"@EmiratesSupport @Delta Seriously - Ive flown with @americanairlines @delta even @easyjet had better more accommoda… https://t.co/Fcvi4mWGhn",FALSE,0,"GomanaNassar","2018/01/10 23:07:00",TRUE,9.51e+17,9.51e+17,293097047,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","GomanaNassar",0,FALSE,FALSE,NA,NA,"positive","unknown","seriouslyive flown withevenhad better more accommoda…","@easyJet",2018-01-10 23:07:00,23:07:00,"Night"
"865",865,"@easyJet #findflowerman Found him https://t.co/M0rXjD936J",FALSE,0,"easyJet","2018/01/10 23:07:00",FALSE,NA,9.51e+17,38676903,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ZsuKarsai",0,FALSE,FALSE,NA,NA,"positive","unknown","findflowerman found him","@easyJet",2018-01-10 23:07:00,23:07:00,"Night"
"866",866,"@TINGLYTASTEBUDS @easyJet Ah we go every year after my cousin got married out there. <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,1,"TINGLYTASTEBUDS","2018/01/10 23:05:00",FALSE,9.51e+17,9.51e+17,7.88e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Helzbelz1982",0,FALSE,FALSE,NA,NA,"positive","unknown","ah we go every year after my cousin got married out there ","@easyJet",2018-01-10 23:05:00,23:05:00,"Night"
"867",867,"@Helzbelz1982 @easyJet Adore Como so much- well Jel!",FALSE,0,"Helzbelz1982","2018/01/10 23:00:00",FALSE,9.51e+17,9.51e+17,390060701,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TINGLYTASTEBUDS",0,FALSE,FALSE,NA,NA,"positive","unknown","adore como so much well jel","@easyJet",2018-01-10 23:00:00,23:00:00,"Night"
"868",868,"Excited that the boy has just booked @easyJet flights for our annual trip to Lake Como - 2 return flights cheaper t… https://t.co/EdwsANNCou",FALSE,14,NA,"2018/01/10 22:57:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Helzbelz1982",0,FALSE,FALSE,NA,NA,"positive","unknown","excited that the boy has just bookedflights for our annual trip to lake comoreturn flights cheaper t…","@easyJet",2018-01-10 22:57:00,22:57:00,"Night"
"869",869,"Oh no - now my 20:20 @easyJet flight aint leaving till 23:55 :-( ...not leaving, on a jet plane...",FALSE,0,NA,"2018/01/10 22:52:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eilidhsdad",0,FALSE,FALSE,NA,NA,"positive","unknown","oh nonow myflight aint leaving tillnot leaving on a jet plane","@easyJet",2018-01-10 22:52:00,22:52:00,"Night"
"870",870,"RT @Kevhislop: @easyJet I have a compensation claim in with you for a delayed flight on 12th December &amp; you said it would be settled within…",FALSE,0,NA,"2018/01/10 22:49:00",FALSE,NA,9.51e+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"negative","unknown","i have a compensation claim in with you for a delayed flight on th december amp you said it would be settled within…","@easyJet",2018-01-10 22:49:00,22:49:00,"Night"
"871",871,"@easyJet my booking isnt showing up on the app when i use my last name and booking reference it says not found",FALSE,0,"easyJet","2018/01/10 22:48:00",FALSE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JHarding22",0,FALSE,FALSE,NA,NA,"negative","unknown","my booking isnt showing up on the app when i use my last name and booking reference it says not found","@easyJet",2018-01-10 22:48:00,22:48:00,"Night"
"872",872,"@easyJet That makes travelling with twins difficult as my husband and I will have to sit across the isle with a bab… https://t.co/krDzS4hWDA",FALSE,0,"easyJet","2018/01/10 22:46:00",TRUE,9.51e+17,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","winnie1980",0,FALSE,FALSE,NA,NA,"neutral","unknown","that makes travelling with twins difficult as my husband and i will have to sit across the isle with a bab…","@easyJet",2018-01-10 22:46:00,22:46:00,"Night"
"873",873,"@greateranglia you need to have later trains than the 23:05 from @SouthendAirport my @easyJet flight lands at 23:00… https://t.co/lWDw06mrgQ",FALSE,0,"greateranglia","2018/01/10 22:44:00",TRUE,NA,9.51e+17,157996395,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gemmaycey",0,FALSE,FALSE,NA,NA,"negative","unknown","you need to have later trains than thefrommyflight lands at …","@easyJet",2018-01-10 22:44:00,22:44:00,"Night"
"874",874,"@easyJet I have a compensation claim in with you for a delayed flight on 12th December &amp; you said it would be settl… https://t.co/AnFXOVc0gp",FALSE,2,"easyJet","2018/01/10 22:36:00",TRUE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kevhislop",2,FALSE,FALSE,NA,NA,"negative","unknown","i have a compensation claim in with you for a delayed flight on th december amp you said it would be settl…","@easyJet",2018-01-10 22:36:00,22:36:00,"Night"
"875",875,"Just read the change in @Ryanair baggage policy - looks like we'll be flying @easyJet in future. Ryanair is about t… https://t.co/BQQWJOHVmz",FALSE,1,NA,"2018/01/10 22:31:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Theatremad66",0,FALSE,FALSE,NA,NA,"positive","joy","just read the change inbaggage policylooks like well be flyingin future ryanair is about t…","@easyJet",2018-01-10 22:31:00,22:31:00,"Night"
"876",876,"Just in case you didn't think it was possible, here's me trying to spend money @easyJet been two hours now and I'm… https://t.co/DdazScwJxH",FALSE,0,NA,"2018/01/10 22:26:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","michaelvitti",0,FALSE,FALSE,NA,NA,"neutral","unknown","just in case you didnt think it was possible heres me trying to spend moneybeen two hours now and im…","@easyJet",2018-01-10 22:26:00,22:26:00,"Night"
"877",877,"@GB_Fin @easyJet What happened?",FALSE,0,"GB_Fin","2018/01/10 22:21:00",FALSE,9.4e+17,9.51e+17,376349703,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andrewallergy",0,FALSE,FALSE,NA,NA,"positive","unknown","what happened","@easyJet",2018-01-10 22:21:00,22:21:00,"Night"
"878",878,"RT @WhatDontIGot: @easyJet 12 days since my flight was delayed 8 hours. How have you still not responded to my compensation claim?",FALSE,0,NA,"2018/01/10 22:03:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"negative","unknown","days since my flight was delayedhours how have you still not responded to my compensation claim","@easyJet",2018-01-10 22:03:00,22:03:00,"Night"
"879",879,"I’ve deleted my RAGING @easyJet tweet as it appears they may be dealing with my uncle’s situation as they should ie… https://t.co/dYig5QbIUD",FALSE,4,NA,"2018/01/10 22:02:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","lynchpinpauline",0,FALSE,FALSE,NA,NA,"positive","unknown","i’ve deleted my ragingtweet as it appears they may be dealing with my uncle’s situation as they should ie…","@easyJet",2018-01-10 22:02:00,22:02:00,"Night"
"880",880,"Will flights for Barcelona away come down in price after that performance by Chelsea ? @easyJet",FALSE,3,NA,"2018/01/10 21:53:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","callumrosee",0,FALSE,FALSE,NA,NA,"positive","unknown","will flights for barcelona away come down in price after that performance by chelsea","@easyJet",2018-01-10 21:53:00,21:53:00,"Night"
"881",881,"RT @clarabyrd4: @catbateson @easyJet No need to use an external website to claim for your compensation. I did it directly on the easyjet we…",FALSE,0,NA,"2018/01/10 21:50:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"negative","unknown","no need to use an external website to claim for your compensation i did it directly on the easyjet we…","@easyJet",2018-01-10 21:50:00,21:50:00,"Night"
"882",882,"RT @clarabyrd4: @catbateson @easyJet You should get compensation if it's over 3 hours. It's EU law! (and they did pay when it happened to m…",FALSE,0,NA,"2018/01/10 21:49:00",FALSE,NA,9.51e+17,NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"negative","sadness","you should get compensation if its overhours its eu law and they did pay when it happened to m…","@easyJet",2018-01-10 21:49:00,21:49:00,"Night"
"883",883,"RT @catbateson: I rarely travel moan but honestly @easyJet you need to work on communicating your online updates to ground staff at Glasgow…",FALSE,0,NA,"2018/01/10 21:48:00",FALSE,NA,9.51e+17,NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"negative","unknown","i rarely travel moan but honestlyyou need to work on communicating your online updates to ground staff at glasgow…","@easyJet",2018-01-10 21:48:00,21:48:00,"Night"
"884",884,"@catbateson @easyJet No need to use an external website to claim for your compensation. I did it directly on the easyjet website.",FALSE,2,"clarabyrd4","2018/01/10 21:45:00",FALSE,9.51e+17,9.51e+17,550670578,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","clarabyrd4",2,FALSE,FALSE,NA,NA,"negative","unknown","no need to use an external website to claim for your compensation i did it directly on the easyjet website","@easyJet",2018-01-10 21:45:00,21:45:00,"Night"
"885",885,"@catbateson @easyJet You should get compensation if it's over 3 hours. It's EU law! (and they did pay when it happe… https://t.co/vDYDdHdWUJ",FALSE,2,"catbateson","2018/01/10 21:45:00",TRUE,9.51e+17,9.51e+17,2756655402,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","clarabyrd4",1,FALSE,FALSE,NA,NA,"negative","sadness","you should get compensation if its overhours its eu law and they did pay when it happe…","@easyJet",2018-01-10 21:45:00,21:45:00,"Night"
"886",886,"@easyJet hi guys, you kindly helped me with a code for flights that I have to redeem online - can I leave a balance… https://t.co/MH5aO0eMxc",FALSE,0,"easyJet","2018/01/10 21:42:00",TRUE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rebel0014",0,FALSE,FALSE,NA,NA,"positive","joy","hi guys you kindly helped me with a code for flights that i have to redeem onlinecan i leave a balance…","@easyJet",2018-01-10 21:42:00,21:42:00,"Night"
"887",887,"@catbateson @easyJet 3 hours! Hope they have paid for your drinks and dinner",FALSE,0,"catbateson","2018/01/10 21:42:00",FALSE,9.51e+17,9.51e+17,2756655402,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nigel_atter",0,FALSE,FALSE,NA,NA,"positive","unknown","hours hope they have paid for your drinks and dinner","@easyJet",2018-01-10 21:42:00,21:42:00,"Night"
"888",888,"@michaelvitti @easyJet Sleazy-boarding?",FALSE,1,"michaelvitti","2018/01/10 21:41:00",FALSE,9.51e+17,9.51e+17,203093327,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","njhffc",0,FALSE,FALSE,NA,NA,"positive","unknown","sleazyboarding","@easyJet",2018-01-10 21:41:00,21:41:00,"Night"
"889",889,"I rarely travel moan but honestly @easyJet you need to work on communicating your online updates to ground staff at… https://t.co/WEbjr9pRRH",FALSE,4,NA,"2018/01/10 21:39:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","catbateson",2,FALSE,FALSE,NA,NA,"negative","unknown","i rarely travel moan but honestlyyou need to work on communicating your online updates to ground staff at…","@easyJet",2018-01-10 21:39:00,21:39:00,"Night"
"890",890,"RT @globetrotter154: @sue_hadden @UniRabbi @easyJet @ELALUK @Ryanair @jet2tweets @British_Airways @wizzair Sun’Dor (ELAL) is starting a 2 w…",FALSE,0,NA,"2018/01/10 21:36:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UniRabbi",1,TRUE,FALSE,NA,NA,"positive","unknown","sun’dor elal is starting aw…","@easyJet",2018-01-10 21:36:00,21:36:00,"Night"
"891",891,"@michaelvitti @easyJet Oh dear",FALSE,1,"michaelvitti","2018/01/10 21:35:00",FALSE,9.51e+17,9.51e+17,203093327,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LucysHall",0,FALSE,FALSE,NA,NA,"positive","unknown","oh dear","@easyJet",2018-01-10 21:35:00,21:35:00,"Night"
"892",892,"Well done @easyJet performing site maintenance on the last evening of your sale. That’s a master-stroke!",FALSE,6,NA,"2018/01/10 21:34:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michaelvitti",0,FALSE,FALSE,NA,NA,"negative","unknown","well doneperforming site maintenance on the last evening of your sale that’s a masterstroke","@easyJet",2018-01-10 21:34:00,21:34:00,"Night"
"893",893,"@globetrotter154 @sue_hadden @easyJet @ELALUK @Ryanair @jet2tweets @British_Airways @wizzair Pleased to hear!",FALSE,0,"globetrotter154","2018/01/10 21:30:00",FALSE,9.51e+17,9.51e+17,354566361,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UniRabbi",0,FALSE,FALSE,NA,NA,"positive","joy","pleased to hear","@easyJet",2018-01-10 21:30:00,21:30:00,"Night"
"894",894,"I’m supposed to send a letter to letter to @easyJet legal but no one will tell me how. Cheers sl@easyJet",FALSE,0,NA,"2018/01/10 21:25:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","melmcguire2017",0,FALSE,FALSE,NA,NA,"neutral","unknown","i’m supposed to send a letter to letter tolegal but no one will tell me how cheers sl","@easyJet",2018-01-10 21:25:00,21:25:00,"Night"
"895",895,"RT @MeteoGib: You know when you've been papped by MeteoGib @AirbusRed @easyJet  - arrival on Runway 27 #Gibraltar #Avgeek <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> https://t.co/22…",FALSE,0,NA,"2018/01/10 21:17:00",FALSE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lee_Halford",2,TRUE,FALSE,NA,NA,"positive","unknown","you know when youve been papped by meteogibarrival on runwaygibraltar avgeek  …","@easyJet",2018-01-10 21:17:00,21:17:00,"Night"
"896",896,"@easyJet am I allowed to pack alcohol into my carry on suitcase which I have bought on holiday?",FALSE,0,"easyJet","2018/01/10 21:17:00",FALSE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lookingforels",0,FALSE,FALSE,NA,NA,"positive","unknown","am i allowed to pack alcohol into my carry on suitcase which i have bought on holiday","@easyJet",2018-01-10 21:17:00,21:17:00,"Night"
"897",897,"@easyjet. Kudos to your staff, led by Leoni(sp?) on EZ873 from LGW-ABZ. Professional, engaging, friendly! I fly a l… https://t.co/2jJcIvkwM6",FALSE,1,"easyJet","2018/01/10 21:08:00",TRUE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeviHighlander",0,FALSE,FALSE,NA,NA,"positive","joy","kudos to your staff led by leonisp on ez from lgwabz professional engaging friendly i fly a l…","@easyJet",2018-01-10 21:08:00,21:08:00,"Night"
"898",898,"@easyJet Goodnight I wanted to know what kind of luggage?",FALSE,0,"easyJet","2018/01/10 21:07:00",FALSE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VOGU83",0,FALSE,FALSE,NA,NA,"positive","joy","goodnight i wanted to know what kind of luggage","@easyJet",2018-01-10 21:07:00,21:07:00,"Night"
"899",899,"@easyJet hi my passport runs out in December and I’m due to fly with you in June for a 10 night holiday, do I need… https://t.co/D800ssAMCF",FALSE,0,"easyJet","2018/01/10 21:07:00",TRUE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Spicer_Liam",0,FALSE,FALSE,NA,NA,"positive","unknown","hi my passport runs out in december and i’m due to fly with you in june for anight holiday do i need…","@easyJet",2018-01-10 21:07:00,21:07:00,"Night"
"900",900,"@easyJet I will do but just to confirm this is for an inflight purchase and not my flight",FALSE,0,"easyJet","2018/01/10 21:01:00",FALSE,9.51e+17,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fawwaduddin",0,FALSE,FALSE,NA,NA,"neutral","unknown","i will do but just to confirm this is for an inflight purchase and not my flight","@easyJet",2018-01-10 21:01:00,21:01:00,"Night"
"901",901,"When you wanna book your hoilday to Berlin but easyjet has been under maintenance for two days and the sale ends to… https://t.co/r8qADz4mGt",FALSE,0,NA,"2018/01/10 20:58:00",TRUE,NA,9.51e+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laurenmariexo5",0,FALSE,FALSE,NA,NA,"positive","unknown","when you wanna book your hoilday to berlin but easyjet has been under maintenance for two days and the sale ends to…","@easyJet",2018-01-10 20:58:00,20:58:00,"Night"
"902",902,"@easyJet #FindFlowerman Good luck!! <U+2708><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0083><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8> https://t.co/5KKjyfnZvN",FALSE,0,"easyJet","2018/01/10 20:54:00",FALSE,NA,9.51e+17,38676903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maidelaq",0,FALSE,FALSE,NA,NA,"positive","joy","findflowerman good luck ","@easyJet",2018-01-10 20:54:00,20:54:00,"Night"
