"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","Polarity","Emotions","ProcessedText","Handle"
"693","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:38:11,FALSE,NA,"951840740300263425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Foenaii",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"694","Great example of using a trending topic to raise awareness of your brand. Even cleverly uses a competitor too, gain… https://t.co/LrUgjYFjJI",FALSE,0,NA,2018-01-12 15:36:26,TRUE,NA,"951840298170273798",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gavco98uk",0,FALSE,FALSE,NA,NA,"positive","joy","great example of using a trending topic to raise awareness of your brand even cleverly uses a competitor too gain…","@easyJet"
"695","RT @nightingalesj: @easyJet That doesn’t answer my question, can I have a refund of the €22 I paid at Lyon airport? It’s a simple question",FALSE,0,NA,2018-01-12 15:36:25,FALSE,NA,"951840293673996288",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"negative","unknown","that doesn’t answer my question can i have a refund of the € i paid at lyon airport it’s a simple question","@easyJet"
"696","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:35:30,FALSE,NA,"951840065780637696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","TravelersMag",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"697","RT @nightingalesj: @easyJet That doesn’t answer my question, can I have a refund of the €22 I paid at Lyon airport? It’s a simple question",FALSE,0,NA,2018-01-12 15:34:39,FALSE,NA,"951839851346874369",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"negative","unknown","that doesn’t answer my question can i have a refund of the € i paid at lyon airport it’s a simple question","@easyJet"
"698","@easyJet sent you a DM four hours ago. I’ve still no acknowledgement or response.",FALSE,0,"easyJet",2018-01-12 15:32:42,FALSE,NA,"951839360042831874","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Leightontravels",0,FALSE,FALSE,NA,NA,"positive","unknown","sent you a dm four hours ago i’ve still no acknowledgement or response","@easyJet"
"699","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:32:14,FALSE,NA,"951839244376395776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnzacCanuck",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"700","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:31:23,FALSE,NA,"951839029925957632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Weems213",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"701","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:31:23,FALSE,NA,"951839027870814208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PreheatedKarma",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"702","@easyJet That doesn’t answer my question, can I have a refund of the €22 I paid at Lyon airport? It’s a simple question",FALSE,0,"easyJet",2018-01-12 15:30:39,FALSE,"951838180310945792","951838845246504961","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nightingalesj",2,FALSE,FALSE,NA,NA,"negative","unknown","that doesn’t answer my question can i have a refund of the € i paid at lyon airport it’s a simple question","@easyJet"
"703","@easyJet Hi Chloe, DM sent, thanks Mikey",FALSE,0,"easyJet",2018-01-12 15:30:02,FALSE,"951829036107489280","951838689738547200","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MikeyRuddick",0,FALSE,FALSE,NA,NA,"positive","unknown","hi chloe dm sent thanks mikey","@easyJet"
"704","RT @batwellpeters: First 2 hours of a weekend away spent on the tarmac, well done @easyJet I can't imagine where your terrible reputation c…",FALSE,0,NA,2018-01-12 15:28:06,FALSE,NA,"951838204570857472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmileeM56103006",4,TRUE,FALSE,NA,NA,"negative","fear","firsthours of a weekend away spent on the tarmac well donei cant imagine where your terrible reputation c…","@easyJet"
"705","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:25:57,FALSE,NA,"951837663132299264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PhilCooper111",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"706","RT @nightingalesj: @easyJet So can I have a refund of the €22 we paid ??",FALSE,0,NA,2018-01-12 15:23:54,FALSE,NA,"951837143919415296",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">rtlocation8</a>","Flight_Refunds",1,TRUE,FALSE,NA,NA,"positive","unknown","so can i have a refund of the € we paid","@easyJet"
"707","@TheRealMadbean @easyJet Don’t talk rubbish!",FALSE,0,"TheRealMadbean",2018-01-12 15:23:22,FALSE,"951790579851186177","951837009928212480","29695532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeCessnaPilot",0,FALSE,FALSE,NA,NA,"negative","unknown","don’t talk rubbish","@easyJet"
"708","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:22:58,FALSE,NA,"951836912251174912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","elumbus",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"709","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:22:57,FALSE,NA,"951836905343213568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roywall_e",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"710","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:22:51,FALSE,NA,"951836881402171392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","easygoom",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"711","@easyJet So can I have a refund of the €22 we paid ??",FALSE,1,"easyJet",2018-01-12 15:22:35,FALSE,"951835279417073665","951836816356859904","38676903","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nightingalesj",1,FALSE,FALSE,NA,NA,"positive","unknown","so can i have a refund of the € we paid","@easyJet"
"712","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:22:22,FALSE,NA,"951836760232939520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ecodelico",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"713","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:21:53,FALSE,NA,"951836636496744449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","feelycm",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"714","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:20:05,FALSE,NA,"951836185441308672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","covey15z",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"715","@MikeTheManYan @easyJet Any context?",FALSE,0,"MikeTheManYan",2018-01-12 15:20:04,FALSE,"951801077778829312","951836182899511297","921575587","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeCessnaPilot",0,FALSE,FALSE,NA,NA,"positive","unknown","any context","@easyJet"
"716","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:19:53,FALSE,NA,"951836136288251904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RC11228",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"717","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:17:42,FALSE,NA,"951835586020683777",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","olivrdr5fcfct",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"718","£4.50 for a small can of Brewdog beer on @easyJet
No wonder people get drunk before they get on board.....! https://t.co/MY26pKzK69",FALSE,1,NA,2018-01-12 15:17:24,FALSE,NA,"951835511466930176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewDocklands",0,FALSE,FALSE,NA,NA,"negative","surprise","for a small can of brewdog beer on 
no wonder people get drunk before they get on board","@easyJet"
"719","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:17:03,FALSE,NA,"951835423898259456",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Stef74G",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"720","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:16:46,FALSE,NA,"951835350057541633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TomWatkinson320",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"721","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:15:50,FALSE,NA,"951835115142840321",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MG_Francisco1",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"722","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:15:41,FALSE,NA,"951835077733994496",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BaptisteCibiel",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"723","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:15:20,FALSE,NA,"951834991155187712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chiefeivissa",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"724","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:14:22,FALSE,NA,"951834744991428608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlyKenzieUK",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"725","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:13:04,FALSE,NA,"951834421581107201",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HardwiyanPP",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"726","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:10:43,FALSE,NA,"951833828619948034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rominitaray",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"727","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:10:14,FALSE,NA,"951833704657313792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BPM489",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"728","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:09:46,FALSE,NA,"951833588764352512",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TheBoeingRBLX",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"729","@nightingalesj @easyJet Is that really a shambles?",FALSE,0,"nightingalesj",2018-01-12 15:09:32,FALSE,"951831043174227968","951833530874650624","1275467742","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoeCessnaPilot",0,FALSE,FALSE,NA,NA,"negative","unknown","is that really a shambles","@easyJet"
"730","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:09:25,FALSE,NA,"951833501443264515",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gatesheadgeek",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"731","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:08:44,FALSE,NA,"951833327266418689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","earvros",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"732","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:08:18,FALSE,NA,"951833220114501634",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","steven_pealin",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"733","RT @andyharvey23: I just got my #BobbleOn with @easyJet at @SkiSnowboardUK for my chance to win free flights https://t.co/2NNXUk3M0k https:…",FALSE,0,NA,2018-01-12 15:08:04,FALSE,NA,"951833159661957121",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vificave1971",3,TRUE,FALSE,NA,NA,"positive","unknown","i just got my bobbleon withatfor my chance to win free flights…","@easyJet"
"734","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:07:36,FALSE,NA,"951833044654190592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","raiderfra",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"735","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:06:00,FALSE,NA,"951832642613366789",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatLunarMarine",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"736","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:05:07,FALSE,NA,"951832416850796544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TamilIndian40",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"737","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:04:59,FALSE,NA,"951832384068030469",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nick_H45",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"738","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:04:47,FALSE,NA,"951832336290611200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FlyTeeBee",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"739","RT @philheadhunter: @easyJet wish i had booked my 23 return flights to reykjavik next friday with you. @Icelandair wont let me change the n…",FALSE,0,NA,2018-01-12 15:03:53,FALSE,NA,"951832108229591040",NA,"<a href=""https://www.easyflightrefunds.co.uk"" rel=""nofollow"">EasyFlightRefunds</a>","EzFlightRefunds",2,TRUE,FALSE,NA,NA,"positive","unknown","wish i had booked myreturn flights to reykjavik next friday with youwont let me change the n…","@easyJet"
"740","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:03:50,FALSE,NA,"951832096565325826",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","paul_deegan",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"741","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:02:56,FALSE,NA,"951831869091385345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Astwisa",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"742","RT @philheadhunter: @easyJet wish i had booked my 23 return flights to reykjavik next friday with you. @Icelandair wont let me change the n…",FALSE,0,NA,2018-01-12 15:01:31,FALSE,NA,"951831513020223488",NA,"<a href=""http://www.flightrefunds.org.uk"" rel=""nofollow"">Snake8</a>","Flight_Refunds",2,TRUE,FALSE,NA,NA,"positive","unknown","wish i had booked myreturn flights to reykjavik next friday with youwont let me change the n…","@easyJet"
"743","RT @KLM: Hey @easyJet, how's your day so far? Have a good one! <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> #KissAGingerDay https://t.co/OKPtrPVPkX",FALSE,0,NA,2018-01-12 15:01:27,FALSE,NA,"951831497115406337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WigglyBigPoppa",684,TRUE,FALSE,NA,NA,"positive","joy","heyhows your day so far have a good one <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E38> kissagingerday","@easyJet"
"744","Discover a smarter way to get paid with @sumup  #Ad in #eJTraveller for @easyJet #WeAreTravelMedia https://t.co/XFtYodWwuL",FALSE,0,NA,2018-01-12 15:01:06,FALSE,NA,"951831406744829953",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","inkglobal",0,FALSE,FALSE,NA,NA,"negative","sadness","discover a smarter way to get paid withad in ejtraveller forwearetravelmedia","@easyJet"
